Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT1G13160,AT1G13160,Unknown,8.785,10.09,12.97,12.605,22.15,19.46
AT1G13230,AT1G13230,Unknown,3.285,5.18,1.145,3.28,0.685,1.415
AT1G13260,RAV1,Unknown,77.67,46.445,24.44,31.75,36.625,26.25
AT1G13280,AOC4,AP1,124.925,72.55,37.515,61.455,21.615,34.3
AT1G13290,WIP6,AP3,8.585,8.47,21.975,24.105,13.775,15.695
AT1G13360,AT1G13360,Unknown,93.735,73.165,102.61,96.385,37.035,50.01
AT1G13400,NUB,Unknown,10.315,6.95,24.655,16.945,13.185,13.935
AT1G13470,AT1G13470,Unknown,2.59,3.855,1.58,0.91,5.5,7.745
AT1G13600,bZIP58,AP1_AP3,28.01,26.325,14.845,19.48,3.11,4.93
AT1G13640,AT1G13640,Unknown,7.13,12.775,15.435,17.22,18.42,15.535
AT1G13650,AT1G13650,Unknown,0.815,0.09,1.04,0.535,2.15,2.495
AT1G13680,AT1G13680,Unknown,0.39,0.86,0.115,0.09,0.115,0.27
AT1G13700,PGL1,AP1_AP3,27.325,21.01,35.785,33.2,3.665,7.665
AT1G13710,KLU,Unknown,92.875,112.32,360.325,189.65,290.075,326.72
AT1G13750,AT1G13750,Unknown,7.405,8.125,5.36,7.89,3.595,2.74
AT1G13755,AT1G13755,Unknown,0,0,0,0.125,0,0
AT1G13880,AT1G13880,Unknown,83.94,85.635,196.12,148.76,534.58,232.165
AT1G13930,AT1G13930,AP1_AP3,1307.345,750.125,330.435,536.46,127.23,162.46
AT1G14100,FUT8,Unknown,0.045,0.2,0.515,0.11,0.525,0.16
AT1G14120,AT1G14120,Unknown,1.315,0.345,2.975,1.665,4.755,3.69
AT1G14150,PQL2,Unknown,22.41,23.365,18.92,6.595,49.01,41.88
AT1G14280,PKS2,Unknown,2.255,2.52,0.395,0.98,1.135,1.69
AT1G14340,AT1G14340,Unknown,21.925,20.895,10.55,16.2,10.66,11.47
AT1G14400,UBC1,Unknown,260.185,217.39,204.535,189.875,127.455,146.47
AT1G14440,ZHD4,Unknown,85.575,70.755,152.735,146.69,94.95,141.925
AT1G14490,AHL28,Unknown,6.355,5.075,17.645,8.915,11.915,14.175
AT1G14520,MIOX1,Unknown,3.925,1.395,0.43,0.525,2.405,1.765
AT1G14580,AT1G14580,Unknown,3.63,6.58,1.33,2.73,6.095,8.205
AT1G14610,VALRS,Unknown,15.645,20.125,25.66,28.94,33.375,30.385
AT1G14640,AT1G14640,Unknown,0.85,1.63,1.59,1.875,2.59,2.405
AT1G14650,AT1G14650,Unknown,27.31,31.465,60.61,41.955,50.135,48.855
AT1G14700,PAP3,Unknown,13.22,11.78,6.38,15.22,5.235,7.46
AT1G14710,AT1G14710,Unknown,38.6,41.05,109.23,48.05,103.905,83.115
AT1G14720,XTR2,Unknown,32.695,19.895,13.485,22.95,15.4,16.845
AT1G14730,AT1G14730,AG,0.65,0.585,0.99,0.3,1.91,1.315
AT1G14760,KNATM,Unknown,1.89,0.96,3.18,9.325,1.905,2.455
AT1G14850,NUP155,Unknown,5.425,8.58,15.81,12.83,17.525,16.865
AT1G14970,AT1G14970,Unknown,1.32,3.965,4.885,3.585,10.905,4.04
AT1G15000,scpl50,AG,11.225,9.96,21.22,15.465,27.28,27.68
AT1G15050,IAA34,Unknown,0,0,0.565,0.31,0.47,0
AT1G15125,AT1G15125,AG,1.94,4.09,3.475,2.685,7.155,6.265
AT1G15130,AT1G15130,Unknown,23.56,31.205,59.59,35.91,38.94,36.285
AT1G15140,AT1G15140,Unknown,18.915,24.615,17.45,12.955,30.895,27.735
AT1G15160,AT1G15160,Unknown,1.21,1.26,3.41,2.675,4.98,3.575
AT1G15170,AT1G15170,Unknown,0.81,1.025,2.385,1.49,2.37,1.89
AT1G15180,AT1G15180,Unknown,2.16,4.21,8.8,5.425,7.305,6.03
AT1G15230,AT1G15230,Unknown,92.11,94.275,49.305,79.62,38.725,47.405
AT1G15250,AT1G15250,Unknown,66.01,29.805,34.18,50.955,26.345,22.57
AT1G15260,AT1G15260,Unknown,15.69,40.565,7.395,15.98,7.35,8.85
AT1G15270,AT1G15270,Unknown,319.855,192.185,72.375,189.93,47.83,61.04
AT1G15290,AT1G15290,AG,5.695,9.61,6.625,7.4,20.155,19.55
AT1G15320,AT1G15320,Unknown,0.34,0.325,1.045,0.59,0.43,0.155
AT1G15330,AT1G15330,AP1_AP3,6.965,7.605,8.915,22.045,0.08,1.325
AT1G15370,AT1G15370,AP1,104.22,81.98,51.425,61.57,39.01,37.25
AT1G15415,AT1G15415,Unknown,0,0,0,0.495,0.065,0
AT1G15440,PWP2,Unknown,10.015,9.735,20.675,15.735,28.6,21.7
AT1G15490,AT1G15490,Unknown,3.485,5.27,6.38,6.35,7.995,7.34
AT1G15500,ATNTT2,AG,39.39,45.46,64.925,61.45,97.14,91.245
AT1G15520,PDR12,AG,0.775,0.85,0.92,0.61,1.78,1.465
AT1G15580,IAA5,Unknown,0.905,0.655,0.11,0.165,0.16,0
AT1G15670,KMD2,AP1_AP3,95.32,78.98,81.25,88.04,20.26,29.605
AT1G15740,AT1G15740,Unknown,35.9,44.675,25.525,42.725,9.815,12.835
AT1G15750,WSIP1,Unknown,24.58,30.185,58.325,48.41,54.09,55.965
AT1G15800,AT1G15800,Unknown,12.425,12.43,34.2,21.79,18.275,15.005
AT1G15825,AT1G15825,Unknown,1.39,2.735,5.82,4.955,8.06,9.115
AT1G15860,AT1G15860,Unknown,24.62,21.915,9.15,17.235,6.995,7.66
AT1G15930,AT1G15930,Unknown,356.39,287.125,436.77,418.985,725.545,607.545
AT1G15980,PnsB1,Unknown,10.415,12.675,7.405,6.555,17.05,14.13
AT1G16022,AT1G16022,Unknown,0.145,0,0.11,0.215,6.385,0.075
AT1G16025,AT1G16025,Unknown,0.375,0,0.145,0,5.165,0
AT1G16030,Hsp70b,Unknown,3.315,82.79,9.015,18.08,317.475,10.035
AT1G16170,AT1G16170,Unknown,19.445,14.34,14.635,13.77,7.745,6.545
AT1G16240,SYP51,Unknown,137.49,113.225,83.745,128.515,44.185,45.485
AT1G16270,AT1G16270,Unknown,11.925,15.84,24.61,20.445,22.535,22.305
AT1G16290,AT1G16290,Unknown,2.515,3.21,2.56,4.235,0.905,1.22
AT1G16310,AT1G16310,Unknown,2.75,1.865,1.025,0.945,1.45,2.025
AT1G16410,SPS1,Unknown,2.115,0.575,1.035,0.725,1.95,2.685
AT1G16470,PAB1,Unknown,77.685,42.14,36.125,63.375,22.34,23.58
AT1G16489,NA,Unknown,0.415,0.775,0.8,0.63,0.32,0.325
AT1G16500,AT1G16500,Unknown,15.385,17.73,39.03,25.96,37.385,29.56
AT1G16705,AT1G16705,Unknown,2.53,7.045,3.115,12.99,2.77,6.39
AT1G16780,VHP2;2,Unknown,7.475,10.34,11.84,11.335,15.655,13.19
AT1G16800,AT1G16800,Unknown,0.92,1.375,1.835,1.925,2.245,2.395
AT1G16840,AT1G16840,AP1_AP3,61.81,51.125,50.27,49.99,24.07,22.485
AT1G16890,UBC36,Unknown,136.575,109.96,63.605,119.925,33.605,36.815
AT1G16916,AT1G16916,Unknown,36.285,33.255,14.46,22.44,20.73,12.4
AT1G16960,AT1G16960,Unknown,1.1,0.165,0.315,1.52,2.855,3.37
AT1G17060,SOB7,Unknown,0.695,0.225,1.125,0.68,0.555,0.315
AT1G17080,AT1G17080,Unknown,101.87,96.085,40.08,74.91,21.22,24.805
AT1G17140,RIP1,Unknown,46.65,73.24,45.245,42.68,90.95,84.04
AT1G17170,GSTU24,Unknown,3.74,3.045,1.745,1.12,2.45,2.14
AT1G17200,AT1G17200,Unknown,257.245,272.495,334.1,302.585,112.355,111.34
AT1G17210,ILP1,Unknown,16.72,31.955,39.4,34.25,41.095,44.115
AT1G17220,FUG1,Unknown,20.23,30.83,29.895,35.225,51.85,52.16
AT1G17260,AHA10,Unknown,0.115,0.235,0.415,0.395,1.175,0.43
AT1G17280,UBC34,Unknown,46.485,35.34,27.36,34.7,21.68,24.46
AT1G17430,AT1G17430,Unknown,1.79,2.505,0.45,0.57,3.255,4.51
AT1G17490,AT1G17490,Unknown,83.51,54.135,15.18,42.41,13.56,18.19
AT1G17500,AT1G17500,Unknown,2.865,4.765,5.275,5.205,8.09,6.39
AT1G17580,XI-1,Unknown,3.975,6.845,10.71,8.605,10.55,10.96
AT1G17700,PRA1.F1,Unknown,2.28,3.16,0.815,0.125,0.485,0.85
AT1G17730,VPS46.1,Unknown,91.135,76.495,60.2,104.825,33.755,41.76
AT1G17745,PGDH2,Unknown,92.595,90.605,33.525,27.815,95.835,93.77
AT1G17830,AT1G17830,Unknown,10.2,18.15,7.1,13.635,4.305,2.795
AT1G17860,AT1G17860,AP1,15.745,8.62,3.81,4.26,4.7,3.015
AT1G17870,EGY3,Unknown,0.605,6.99,1.845,3.14,22.41,1.415
AT1G17880,BTF3,Unknown,272.54,147.655,124.335,220.31,96.32,91.32
AT1G17920,HDG12,Unknown,5.535,6.88,7.49,7.525,11.67,9.405
AT1G18100,MFT,Unknown,3.405,3.465,1.04,1.6,1.915,1.605
AT1G18140,LAC1,Unknown,0.37,0.27,0.345,0.32,1.32,1.655
AT1G18160,AT1G18160,Unknown,6.38,10.49,12.465,11.04,13.48,15.97
AT1G18210,AT1G18210,AP3,273.92,239.165,379.085,287.47,163.415,139.435
AT1G18280,LTPG3,Unknown,4.52,4.26,6.785,5.29,0.725,0.525
AT1G18290,AT1G18290,AP1_AP3,0.725,0.85,0.38,0.535,0.035,0.2
AT1G18370,NACK1,Unknown,14.6,14.2,22.96,21.35,31.485,33.94
AT1G18485,AT1G18485,AG,1.5,1.995,1.795,1.51,3.235,4.035
AT1G18510,TET16,Unknown,0,0,0,0,0.18,0
AT1G18640,PSP1,Unknown,39.72,33.04,25.32,31.18,17.755,18.475
AT1G18710,MYB47,Unknown,1.97,4.335,0.495,0.73,4.705,6.37
AT1G18720,AT1G18720,Unknown,144.945,126.91,79.56,84.645,51.85,74.325
AT1G18773,AT1G18773,Unknown,2.055,0.935,1.545,3.625,2.42,3.335
AT1G18810,AT1G18810,AP1,7.035,6.215,1.965,3.395,1.57,2.675
AT1G18910,AT1G18910,Unknown,0.385,0.6,1.05,1.05,1.22,1.5
AT1G19000,AT1G19000,Unknown,107.845,109.575,69.195,95.955,53.005,64.395
AT1G19080,TTN10,Unknown,9.97,8.135,4.55,13.45,4.785,4.045
AT1G19130,AT1G19130,Unknown,40.46,32.655,33.23,36.99,19.72,21.02
AT1G19150,Lhca6,Unknown,16.97,21.055,7.605,9.865,23.085,23.405
AT1G19240,AT1G19240,Unknown,18.8,14.2,12.04,13.105,8.485,8.905
AT1G19250,FMO1,Unknown,0.29,0,0,0,0.185,0.2
AT1G19300,PARVUS,Unknown,12.97,11.065,14.7,10.19,31.11,18.22
AT1G19310,AT1G19310,Unknown,27.675,24.315,21.92,22.505,12.01,9.89
AT1G19330,AT1G19330,Unknown,47.335,38.62,35.04,50.415,12.825,21.27
AT1G19360,RRA3,Unknown,29.94,22.735,21.77,30.54,14.485,15.31
AT1G19410,AT1G19410,Unknown,0.2,0.085,0,0.135,0,0
AT1G19450,AT1G19450,AG,6.59,8.08,4.805,5.5,10.46,11.145
AT1G19480,AT1G19480,Unknown,125.4,129.05,918.43,450.51,1858.075,776.83
AT1G19550,AT1G19550,Unknown,9.285,3.795,1.425,1.48,0.565,1.1
AT1G19570,DHAR5,Unknown,937.23,728.44,314.535,461.205,361.285,533.19
AT1G19620,AT1G19620,Unknown,0,0,0,0.105,1.06,0.545
AT1G19640,JMT,Unknown,0.555,0.395,1.575,0.475,0.765,2.255
AT1G19660,BBD2,Unknown,70.615,107.68,53.965,71.07,26.475,41.475
AT1G19670,CORI1,AG,32.95,63.775,54.095,35.675,128.09,161.925
AT1G19680,AT1G19680,Unknown,10.53,15.75,22.175,18.83,22.565,22.895
AT1G19690,AT1G19690,Unknown,4.61,7.025,11.67,6.34,13.81,12.37
AT1G19715,AT1G19715,Unknown,6.75,12.185,22.665,16.005,25.535,28.79
AT1G19720,AT1G19720,Unknown,1.36,5.05,3.815,5.945,10.155,9.57
AT1G19730,ATTRX4,Unknown,97.14,60.645,60.165,71.935,40.685,48.845
AT1G19740,AT1G19740,Unknown,42.795,33.465,30.965,28.31,20.935,23.65
AT1G19770,PUP14,Unknown,229.275,218.15,195.715,194.72,131.645,70.125
AT1G19780,CNGC8,AP3_AG,0.055,0,0.235,0.18,0.175,0.035
AT1G19790,SRS7,Unknown,44.435,40.88,96.87,59.21,29.385,20.26
AT1G19800,TGD1,Unknown,19.255,13.025,8.91,18.925,11.23,13.15
AT1G19830,SAUR54,AP1,11.43,10.25,1.925,4.765,2.73,5.205
AT1G19880,AT1G19880,Unknown,26.67,40.44,57.745,52.255,80.085,73.365
AT1G19940,GH9B5,Unknown,0.54,0.44,0.12,0.21,1.205,0.62
AT1G19960,AT1G19960,Unknown,58.46,38.775,16.83,16.075,10.995,10.815
AT1G19980,AT1G19980,AP1,10.36,10.67,6.715,9.92,4.56,5.235
AT1G20020,LFNR2,AG,80.94,75.615,43.06,52.64,125.53,128.255
AT1G20130,AT1G20130,Unknown,0.035,0,0.745,0.02,0.29,0.205
AT1G20160,ATSBT5.2,Unknown,4.835,4.22,1.295,0.925,1.875,3.135
AT1G20220,AT1G20220,Unknown,99.66,87.905,150.91,138.995,229.76,154.21
AT1G20225,AT1G20225,Unknown,55.53,45.025,35.095,34.835,27.085,25.725
AT1G20270,AT1G20270,Unknown,6.775,9.65,4.92,4.995,9.835,11.59
AT1G20320,AT1G20320,Unknown,0,0,0,0,0.085,0
AT1G20450,LTI45,Unknown,346.09,427.01,146.31,252.06,96.28,84.365
AT1G20460,AT1G20460,Unknown,14.75,15.625,13.61,13.945,7.595,4.875
AT1G20570,AT1G20570,Unknown,0.71,1.105,1.465,1.4,2.02,1.825
AT1G20640,NLP4,Unknown,2.19,6.535,3.405,3.455,17.305,5.745
AT1G20650,ASG5,Unknown,23.665,28.53,11.81,25.695,9.045,14.86
AT1G20693,NFD2,Unknown,397.365,396.23,258.415,297.485,101.04,155.045
AT1G20696,NFD3,Unknown,656.15,533.525,384.605,599.3,238.875,325.475
AT1G20700,WOX14,Unknown,0.485,0.67,1.255,0.79,0.46,0.345
AT1G20760,AT1G20760,Unknown,15.5,20.005,33.62,25.315,24.075,24.185
AT1G20830,MCD1,Unknown,13.245,7.85,13.305,10.6,6.215,5.15
AT1G20850,XCP2,AG,2.975,4.15,4.57,2.935,8.05,7.77
AT1G20870,AT1G20870,Unknown,3.495,3.13,3.385,3.725,1.8,1.815
AT1G20880,AT1G20880,Unknown,6.935,8.7,6.4,5.98,3.5,3.99
AT1G20960,emb1507,Unknown,16.29,22.685,44.805,35.35,51.98,54.4
AT1G21000,AT1G21000,AP1_AP3,48.71,52.66,20.915,35.185,6.81,9.64
AT1G21065,AT1G21065,Unknown,60.385,50.015,29.96,49.37,29.325,35.955
AT1G21090,AT1G21090,Unknown,52.905,33.99,43.85,41.67,18.48,17.715
AT1G21110,IGMT3,Unknown,2.62,2.21,1.165,0.595,0.925,0.815
AT1G21120,IGMT2,AP1,2.775,4.23,1.425,0.955,1.3,1.005
AT1G21245,AT1G21245,Unknown,0.24,0,0.245,0.41,0.72,0.545
AT1G21250,WAK1,Unknown,31.435,31.02,9.95,9.89,27.93,29.34
AT1G21270,WAK2,Unknown,4.3,4.76,2.375,1.78,6.54,7.935
AT1G21320,AT1G21320,Unknown,0.335,1.15,0.295,0.51,0.285,0.19
AT1G21410,SKP2A,AP1_AP3,48.71,47.51,31.73,46.185,15.225,19.25
AT1G21450,SCL1,Unknown,13.025,17.645,17.945,23.37,9.47,11.565
AT1G21520,AT1G21520,Unknown,13.69,13.32,2.55,2.545,7.635,10.625
AT1G21540,AT1G21540,Unknown,1.86,2.745,9.475,4.39,2.86,9.19
AT1G21570,NA,Unknown,9.065,11.64,17.135,18.125,26.905,22.82
AT1G21580,AT1G21580,Unknown,1.03,2.45,3.1,3.47,3.685,4.155
AT1G21630,AT1G21630,Unknown,17.425,26.295,44.82,27.495,30.755,29.24
AT1G21720,PBC1,Unknown,117.155,72.515,74.175,89.975,53.425,63.805
AT1G21760,FBP7,Unknown,22.235,19.34,8.815,17.555,6.93,9.365
AT1G21890,UMAMIT19,Unknown,0.325,1.225,1.64,2.925,0.085,0.135
AT1G21930,AT1G21930,Unknown,63.735,33.015,16.245,43.705,14.685,12.985
AT1G21950,AT1G21950,Unknown,0.73,0,1.26,2.295,0.26,0.22
AT1G22000,AT1G22000,Unknown,0.12,0,0.14,0.125,0.18,0.125
AT1G22030,AT1G22030,Unknown,8.515,5.67,7.145,5.46,10.95,11.34
AT1G22070,TGA3,Unknown,21.765,16.835,10.735,15.135,11.03,11.415
AT1G22080,AT1G22080,Unknown,0.175,0.38,0.155,0.075,0,0
AT1G22140,AT1G22140,Unknown,90.91,66.54,28.655,40.33,22.51,19.97
AT1G22170,AT1G22170,Unknown,11.155,7.49,7.855,11.1,4.93,4.495
AT1G22220,AUF2,Unknown,6.535,2.93,4.775,8.545,4.68,2.95
AT1G22250,AT1G22250,Unknown,50.515,32.775,31.765,62.83,19.34,16.63
AT1G22275,ZYP1b,Unknown,0.595,0.59,1.275,1.18,1.535,1.07
AT1G22400,UGT85A1,Unknown,0.26,0.33,0.105,0.335,1.385,0.735
AT1G22520,AT1G22520,Unknown,67.135,37.295,29.155,43.265,20.245,22.575
AT1G22550,AT1G22550,Unknown,6.95,7.44,11.31,10.585,13.64,16.785
AT1G22630,AT1G22630,Unknown,15.5,13.895,3.785,5.95,8.65,9.055
AT1G22690,AT1G22690,Unknown,1.645,0.545,1.465,0.555,6.9,5.64
AT1G22710,SUT1,Unknown,8.435,11.345,14.585,3.89,29.95,25.28
AT1G22740,RABG3B,Unknown,11.56,15.53,3.875,9.77,4.14,4.765
AT1G22840,CYTC-1,Unknown,575.88,304.37,287.265,358.165,210.375,194.795
AT1G22885,AT1G22885,Unknown,19.98,21.585,10.22,16.53,5.29,4.225
AT1G22985,CRF7,Unknown,20.855,23.235,25.985,22.11,6.97,8.915
AT1G23000,AT1G23000,Unknown,94.16,61.48,149.16,138.095,110.61,93.44
AT1G23060,MDP40,Unknown,1.71,1.14,0.23,0.36,0.21,0.59
AT1G23080,PIN7,Unknown,11.575,13.955,8.08,5.825,12.5,15.315
AT1G23090,SULTR3;3,Unknown,6.815,7.615,14.345,7.09,5.46,5.005
AT1G23130,AT1G23130,Unknown,1.935,1.235,4.32,1.71,28.665,52.8
AT1G23140,AT1G23140,Unknown,14.135,9.535,2.045,9.205,2.09,1.6
AT1G23170,AT1G23170,Unknown,4.695,5.12,9.66,5.905,12.48,11.675
AT1G23180,AT1G23180,Unknown,4.49,6.025,4.1,5.785,8.385,6.76
AT1G23230,AT1G23230,Unknown,4.155,6.88,12.865,8.23,13.625,13.705
AT1G23260,UEV1A,Unknown,98.145,101.085,67.995,84.82,35.93,45.48
AT1G23310,GGT1,Unknown,98.745,113.005,106.305,93.735,176.885,195.16
AT1G23330,AT1G23330,Unknown,12.95,11.115,19.335,13.71,21.78,23.83
AT1G23390,AT1G23390,AP1_AP3,62.37,78.62,103.045,71.345,23.71,34.72
AT1G23440,AT1G23440,Unknown,20.885,22.485,12.75,18.135,7.45,10.82
AT1G23460,AT1G23460,Unknown,1.105,1.285,2.335,1.955,3.15,2.245
AT1G23730,BCA3,Unknown,13.575,13.8,3.58,4.11,3.935,1.925
AT1G23860,SRZ21,Unknown,97.435,100.52,204.975,128.895,172.45,129.66
AT1G23870,TPS9,AP3,25.24,35.61,53.615,45.135,19.46,20.915
AT1G23940,AT1G23940,Unknown,4.89,7.965,8.105,7.63,11.95,11.16
AT1G23960,AT1G23960,Unknown,37.04,33.31,19.6,34.975,18.285,18.755
AT1G23970,AT1G23970,Unknown,16.995,12.895,6,8.42,11.215,12.415
AT1G24010,AT1G24010,Unknown,0.195,0,0,0.105,1.53,0.63
AT1G24070,CSLA10,AG,8,10.2,9.7,7.78,43.715,41.675
AT1G24100,UGT74B1,Unknown,30.965,29.92,24.19,27.245,48.715,51.76
AT1G24130,AT1G24130,AP1_AP3,0.665,1.12,0.255,0.35,0.025,0
AT1G24260,SEP3,AP1_AP3,146.69,171.49,133.16,269.005,64.855,68.475
AT1G24300,AT1G24300,Unknown,5.68,8.795,11.34,9.78,14.805,13.42
AT1G24340,EMB260,Unknown,4.06,7.055,6.64,6.61,12.09,10.145
AT1G24400,LHT2,Unknown,0.135,0.125,0.09,0.06,1.045,0.355
AT1G24405,AT1G24405,Unknown,0.17,0.745,0,0.09,0,0.09
AT1G24450,NFD2,Unknown,33.795,27.305,22.735,29.415,18.245,14.105
AT1G24460,TNO1,Unknown,1.875,4.28,4.22,4.725,5.345,6.225
AT1G24575,AT1G24575,Unknown,22.22,19.925,1.36,3.44,3.245,5.245
AT1G24590,SOB2,AP3_AG,9.11,2.585,22.06,7.97,20.82,5.35
AT1G24706,THO2,Unknown,3.43,5.775,8.09,7.4,9.665,11.16
AT1G24793,LpxC1,Unknown,1.425,0.825,1.18,2.27,2.02,2.99
AT1G24880,LpxC2,Unknown,1.12,0.885,1.215,1.885,2.035,2.24
AT1G25054,LpxC3,Unknown,1.235,0.905,1.37,2.255,2.735,2.985
AT1G25210,LpxC5,Unknown,1.1,0.825,1.245,2.04,2.59,2.845
AT1G25230,AT1G25230,AP1_AP3,11.62,9.865,5.33,5.095,1.53,2.42
AT1G25275,AT1G25275,Unknown,604.265,870,724.505,642.98,181.575,127.12
AT1G25310,MEE8,Unknown,2.505,4.69,0,0.315,0.075,0.08
AT1G25340,MYB116,AP1,1.91,1.22,0.35,0.465,0.175,0.915
AT1G25420,AT1G25420,Unknown,25.085,19.475,20.29,28.21,15.635,13.12
AT1G25440,BBX15,AG,15.125,27.985,17.265,20.22,53.31,59.59
AT1G25530,AT1G25530,Unknown,22.605,13.59,15.315,7.595,19.105,18.86
AT1G25560,TEM1,AP1_AP3,88.945,69.165,133.6,167.395,39.4,24.78
AT1G25682,AT1G25682,Unknown,19.46,25.205,13.855,21.88,9.145,10.58
AT1G26130,AT1G26130,Unknown,1.515,2.555,3.75,2.755,5.16,3.865
AT1G26140,AT1G26140,Unknown,0,0,0,0.075,1,0.7
AT1G26170,AT1G26170,Unknown,3.51,4.475,9.31,7.52,12.51,11.87
AT1G26220,AT1G26220,Unknown,12.38,13.575,5.07,8.97,7.97,9.76
AT1G26230,Cpn60beta4,Unknown,1.51,2.185,2.92,2.82,5.485,5.465
AT1G26550,AT1G26550,Unknown,215.875,191.875,93.95,112.15,97.575,105.14
AT1G26660,AT1G26660,Unknown,18.365,15.335,13.685,21.48,12.26,9.91
AT1G26670,VTI1B,Unknown,64.3,48.205,37.005,56.625,30.975,39.71
AT1G26680,AT1G26680,Unknown,0.555,0.24,0.655,0.445,2.515,0.525
AT1G26690,AT1G26690,Unknown,59.37,55.71,38.42,52.24,25.175,29.415
AT1G26750,AT1G26750,Unknown,55.49,42.835,35.665,46.38,26.81,26.52
AT1G26761,AT1G26761,Unknown,5.055,7.93,5.725,6.94,11.11,13.36
AT1G26770,EXPA10,AG,26.075,16.4,27.135,20.515,66.215,56.74
AT1G26790,AT1G26790,AP3_AG,0,0,0.06,0.12,0.165,0.295
AT1G26900,AT1G26900,Unknown,2.24,2.065,2.92,3.185,4.62,4.42
AT1G26920,AT1G26920,Unknown,2.715,1.765,0.765,1.765,3.46,3.715
AT1G26930,AT1G26930,Unknown,9.11,15.835,14.16,11.195,5.935,7.57
AT1G26945,PRE6,AP1,19.405,20.45,5.54,4.16,2.84,4.565
AT1G27020,AT1G27020,Unknown,8.435,6.085,1.97,1.125,2.205,3.22
AT1G27030,AT1G27030,Unknown,6.765,6.075,1.385,1.98,3.15,3.415
AT1G27060,AT1G27060,Unknown,1.845,2.575,1.745,2.4,3.775,3.695
AT1G27120,AT1G27120,Unknown,7.405,8.505,11.86,11.97,15.595,16.03
AT1G27140,GSTU14,Unknown,0.75,2.585,2.035,1.22,3.26,4.12
AT1G27150,AT1G27150,Unknown,21.62,20.92,10.78,23.94,8.29,10.195
AT1G27290,AT1G27290,AP1_AP3,58.025,84.35,59.99,50.16,18.145,18.765
AT1G27300,AT1G27300,Unknown,34.525,49.675,27.175,29.185,10.875,14.64
AT1G27330,AT1G27330,Unknown,169.99,84.12,40.98,96.69,23.105,32.45
AT1G27350,AT1G27350,Unknown,141.775,113.97,51.105,82.83,28.14,40.045
AT1G27385,AT1G27385,Unknown,36.505,32.8,24.385,28.725,16.105,18.32
AT1G27410,AT1G27410,Unknown,3.64,5.22,7.295,6.855,6.01,6.445
AT1G27420,AT1G27420,Unknown,2.715,1.715,3.565,4.53,4.865,3.47
AT1G27430,AT1G27430,Unknown,5.85,11.4,12.845,11.3,13.765,13.515
AT1G27461,AT1G27461,Unknown,0.88,0.82,0.545,0.405,0.055,0
AT1G27470,AT1G27470,Unknown,5.65,6.25,9.275,8.54,12.35,12.23
AT1G27540,AT1G27540,Unknown,2.16,1.925,0.615,1.565,108.19,122.925
AT1G27570,AT1G27570,Unknown,2.435,3.36,5.935,5.045,8.175,8.865
AT1G27580,AT1G27580,Unknown,1.76,1.655,0.395,1.22,96.62,85.54
AT1G27620,AT1G27620,Unknown,4.68,2.36,1.95,2.595,4.215,4.175
AT1G27660,AT1G27660,Unknown,5.645,6.28,3.045,4.665,8.98,6.89
AT1G27670,AT1G27670,Unknown,0.56,1.09,0.225,0.075,0,0.04
AT1G27750,AT1G27750,Unknown,8.285,10.225,21.45,12.955,14.83,15.665
AT1G27770,PEA1,Unknown,14.705,44.44,72.79,61.625,92.14,29.23
AT1G27880,AT1G27880,Unknown,2.035,1.77,3.685,2.815,4.335,5.05
AT1G27890,AT1G27890,Unknown,0.205,0.21,1.395,0.335,0.25,0.08
AT1G27940,PGP13,Unknown,0.23,0.71,0.58,0.62,1.985,2.38
AT1G27950,LTPG1,AP3,740.545,612.95,1009.06,1082.59,378.86,487.72
AT1G27970,NTF2B,Unknown,134.19,76.505,78.17,81.655,52.78,60.395
AT1G28010,PGP14,Unknown,0.02,0.14,0.11,0.185,0.43,0.46
AT1G28040,AT1G28040,Unknown,0,0,0,0.045,0.025,0.125
AT1G28060,AT1G28060,Unknown,27.875,37.4,43.54,40.665,58.07,51.66
AT1G28110,SCPL45,Unknown,16.275,14.64,12.3,30.085,10.205,13.775
AT1G28130,GH3.17,Unknown,9.135,8.15,4.04,5.355,3.115,2.34
AT1G28230,PUP1,Unknown,7.225,12.995,1.735,1.365,3.61,4.13
AT1G28330,DYL1,AP1_AP3,2206.415,3224.39,1401.62,2511.235,187.065,357.035
AT1G28350,AT1G28350,Unknown,7.62,11.31,13.545,11.145,16.285,17.335
AT1G28390,AT1G28390,AG,2.37,2.655,2.635,4.51,7.5,7.495
AT1G28400,AT1G28400,Unknown,39.97,33.6,9.905,14.45,34.205,49.725
AT1G28420,RLT1,Unknown,5.725,7.91,8.91,10.045,15.025,14.125
AT1G28540,AT1G28540,Unknown,32.02,29.45,19.355,17.01,11.015,9.45
AT1G28570,AT1G28570,Unknown,5.47,5.645,2.56,2.16,4.09,5.92
AT1G28600,AT1G28600,Unknown,6.435,8.085,1.5,1.06,9.65,11.15
AT1G28610,AT1G28610,Unknown,5.51,4.575,2.315,1.91,10.635,10.775
AT1G28685,NA,Unknown,3.295,4.235,5.245,3.59,7.68,7.88
AT1G28710,AT1G28710,Unknown,2.61,3.055,7.355,3.095,13.155,8.92
AT1G28960,NUDX15,Unknown,12.155,9.36,6.775,10.035,5.08,6.21
AT1G29040,AT1G29040,Unknown,50.31,37.92,35.59,39.465,22.87,25.355
