Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
AC233899.1_FG002	6	0.661039111	--	bHLH 	ZmbHLH21	Putative HLH DNA-binding domain superfamily protein
GRMZM2G177287	6	0.659703006	--	--	--	-
GRMZM2G121374	6	0.657792027	--	--	--	Uncharacterized protein
GRMZM2G168355	6	0.655166424	--	--	--	Naringenin,2-oxoglutarate 3-dioxygenase; Uncharacterized protein
GRMZM5G812957	6	0.652945455	--	--	--	-
GRMZM2G043799	6	0.64803453	--	--	--	Uncharacterized protein
GRMZM2G120850	6	0.645921209	--	--	--	-
GRMZM2G054022	6	0.644030313	--	--	--	-
GRMZM2G069146	6	0.642497992	--	AP2-EREBP	ZmEREB115	-
GRMZM2G397402	6	0.641173637	--	--	--	Uncharacterized protein
GRMZM2G174680	6	0.639540328	--	--	--	Lipid binding protein
GRMZM2G063048	6	0.637980367	--	--	--	-
GRMZM2G383122	6	0.635144609	--	--	--	-
GRMZM2G466032	6	0.631744857	--	--	--	-
GRMZM2G022413	6	0.629004894	--	--	--	Peptide methionine sulfoxide reductase
GRMZM5G820696	6	0.627868896	--	--	--	Uncharacterized protein
GRMZM2G417125	6	0.625631569	--	--	--	Protein binding protein; Putative RING zinc finger domain superfamily protein; Uncharacterized protein
GRMZM2G120136	6	0.624164188	--	--	--	Putative RING zinc finger domain superfamily protein
GRMZM2G165255	6	0.622244328	--	--	--	Putative uncharacterized protein
GRMZM2G063328	6	0.618238047	--	--	--	Uncharacterized protein
GRMZM2G147266	6	0.601827316	--	--	--	Ferritin-like protein isoform 1; Ferritin-like protein isoform 2; Ferritin-like protein isoform 3; Ferritin-like protein isoform 4; Uncharacterized protein
GRMZM2G023436	6	0.601443508	--	--	--	Uncharacterized protein
GRMZM2G125813	6	0.593985678	--	--	--	Uncharacterized protein
AC211894.3_FG012	6	0.593729828	--	--	--	-
GRMZM2G044720	6	0.589614188	--	--	--	Uncharacterized protein
GRMZM2G093603	6	0.586305994	--	--	--	-
GRMZM2G125114	6	0.581195857	--	--	--	-
GRMZM2G010768	6	0.578849939	--	--	--	Uncharacterized protein
GRMZM2G109299	6	0.569004795	--	--	--	Putative uncharacterized protein
GRMZM2G110145	6	0.568192259	--	--	--	Putative cellulose synthase-like family protein
GRMZM2G044818	6	0.562807663	--	--	--	Uncharacterized protein
GRMZM2G564284	6	0.559425993	--	--	--	Uncharacterized protein
GRMZM2G094666	6	0.538683677	--	--	--	Uncharacterized protein
GRMZM2G401906	6	0.53559291	--	--	--	-
GRMZM5G835039	6	0.533703318	--	--	--	Uncharacterized protein
GRMZM5G889999	6	0.531338197	KIK1	--	--	Serine/threonine-protein kinase
GRMZM2G148831	6	0.512695769	--	--	--	Uncharacterized protein
GRMZM5G802881	6	0.497455127	--	--	--	-
GRMZM2G318882	6	0.494322592	--	--	--	Disease resistance response protein 206
GRMZM2G010000	6	0.491974861	--	--	--	-
GRMZM2G498765	6	0.489507555	--	--	--	-
GRMZM2G483880	6	0.465981528	--	--	--	-
GRMZM2G067675	6	0.373114233	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein; Uncharacterized protein
GRMZM2G518002	6	0.337078682	--	--	--	-
GRMZM2G512979	6	0.172981596	--	--	--	-
GRMZM2G100505	7	0.995534418	--	--	--	Uncharacterized protein
GRMZM2G051955	7	0.99406397	--	ZF-HD	ZmZHD20	ZF-HD homeobox protein
GRMZM2G160013	7	0.993491762	--	--	--	Uncharacterized protein
GRMZM2G476637	7	0.992842842	--	Orphans	ZmOrphan274	Uncharacterized protein
GRMZM2G039577	7	0.990491545	--	--	--	Uncharacterized protein
GRMZM2G060999	7	0.9904832	--	--	--	Putative RING zinc finger domain superfamily protein; Uncharacterized protein
GRMZM2G315230	7	0.989478379	--	--	--	Uncharacterized protein
GRMZM2G004412	7	0.989107496	--	--	--	Uncharacterized protein
GRMZM2G475305	7	0.988871103	--	NLP	ZmNLP6	-
GRMZM2G171448	7	0.988651825	--	--	--	-
GRMZM2G534696	7	0.987636926	--	--	--	-
GRMZM2G159119	7	0.987071979	--	G2-like	ZmGLK4	Putative MYB DNA-binding domain superfamily protein
GRMZM2G114057	7	0.986677403	--	--	--	Uncharacterized protein
GRMZM2G505651	7	0.986522305	--	--	--	-
GRMZM2G701206	7	0.986504531	--	--	--	Transposon protein CACTA, En/Spm sub-class; Uncharacterized protein
GRMZM2G056407	7	0.986383423	MYB36	MYB	ZmMYB94	Uncharacterized protein
GRMZM2G302131	7	0.985989769	--	--	--	-
GRMZM2G310955	7	0.985802111	--	--	--	-
GRMZM5G836190	7	0.985737597	PAN1	--	--	PAN1
AC165178.2_FG004	7	0.985202996	--	MYB	ZmMYB35	R2R3MYB-domain protein
GRMZM5G885766	7	0.984944077	--	--	--	Uncharacterized protein
GRMZM2G463904	7	0.984900614	--	--	--	Uncharacterized protein
GRMZM2G313643	7	0.984725372	--	--	--	Uncharacterized protein
GRMZM2G147221	7	0.983903635	--	--	--	Cellulase containing protein
GRMZM2G173387	7	0.982787459	--	--	--	Uncharacterized protein
GRMZM2G018059	7	0.982568761	--	--	--	-
GRMZM5G857450	7	0.982079833	--	--	--	-
GRMZM2G042323	7	0.981931126	--	--	--	Uncharacterized protein
GRMZM2G153675	7	0.981464712	--	Orphans	ZmOrphan112	Uncharacterized protein
GRMZM2G108153	7	0.981368891	--	--	--	Uncharacterized protein
GRMZM2G123940	7	0.981103788	--	--	--	Uncharacterized protein
GRMZM2G069260	7	0.980657847	--	--	--	Uncharacterized protein
GRMZM2G168697	7	0.979794836	--	--	--	-
GRMZM2G006765	7	0.97926034	MAZ81	--	--	Uncharacterized protein
GRMZM2G001169	7	0.979081127	--	--	--	Calmodulin binding protein; Uncharacterized protein
GRMZM2G354373	7	0.97810658	--	--	--	Putative subtilase family protein
GRMZM2G035282	7	0.977405546	--	--	--	Indole-3-acetate beta-glucosyltransferase
GRMZM2G478876	7	0.976986628	--	--	--	Uncharacterized protein
GRMZM2G090792	7	0.976329954	--	--	--	Uncharacterized protein
GRMZM2G024099	7	0.975943425	--	--	--	Uncharacterized protein
GRMZM2G135359	7	0.975276862	--	--	--	Uncharacterized protein
GRMZM2G150796	7	0.975137345	ISO3	--	--	Isoamylase-type starch debranching enzyme ISO3
GRMZM2G043350	7	0.974941834	--	--	--	Putative glycogen synthase kinase family protein; Uncharacterized protein
GRMZM2G109831	7	0.974459728	--	--	--	-
GRMZM2G169080	7	0.974337604	--	--	--	-
GRMZM2G305287	7	0.974202209	--	--	--	-
GRMZM2G073199	7	0.973598231	--	--	--	AT-hook protein 1; AT-hook protein 1 isoform 1; AT-hook protein 1 isoform 2; AT-hook protein 1 isoform 3; AT-hook protein 1 isoform 4; Uncharacterized protein
GRMZM5G862219	7	0.973256728	--	--	--	Uncharacterized protein
GRMZM2G112456	7	0.973183168	--	--	--	Oligopeptide transporter 4; Uncharacterized protein
GRMZM2G324390	7	0.972109474	--	--	--	-
GRMZM2G113373	7	0.971929896	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein; Uncharacterized protein
GRMZM2G330302	7	0.971115582	--	--	--	Putative CTP synthase
GRMZM2G445613	7	0.970812932	--	--	--	-
GRMZM2G414915	7	0.970450628	--	--	--	Putative subtilase family protein; Uncharacterized protein
GRMZM2G141607	7	0.970314724	--	--	--	Short-chain dehydrogenase/reductase SDR; Uncharacterized protein
GRMZM5G857944	7	0.970253289	--	CCAAT-HAP2	ZmCA2P13	Nuclear transcription factor Y subunit A-3
GRMZM2G009282	7	0.970090223	--	--	--	Uncharacterized protein
GRMZM2G445602	7	0.970009778	--	--	--	3-ketoacyl-CoA synthase
GRMZM2G414995	7	0.968501976	--	--	--	-
GRMZM2G518921	7	0.967698247	--	--	--	-
GRMZM2G125424	7	0.967116159	--	--	--	Uncharacterized protein
GRMZM5G829103	7	0.966774431	--	CCAAT-HAP2	ZmCA2P6	Uncharacterized protein
GRMZM2G005730	7	0.966751136	--	--	--	-
GRMZM2G008507	7	0.966563089	--	--	--	Putative sucrose-phosphate synthase family protein
GRMZM2G080583	7	0.965981085	--	Trihelix	ZmTHX17	-
GRMZM2G307553	7	0.965752744	--	--	--	Uncharacterized protein
GRMZM2G148807	7	0.964988998	--	--	--	-
GRMZM2G092669	7	0.964731315	--	--	--	Uncharacterized protein
GRMZM2G009683	7	0.96437893	--	--	--	Uncharacterized protein
GRMZM2G098697	7	0.964053168	--	--	--	Uncharacterized protein
GRMZM2G160336	7	0.963934171	--	--	--	-
GRMZM2G074267	7	0.963567663	PIN1B	--	--	Putative auxin efflux carrier
GRMZM2G403620	7	0.963529335	RS2	MYB	ZmMYB143	Protein rough sheath 2
GRMZM2G108267	7	0.963345099	--	--	--	-
GRMZM5G881048	7	0.962403758	--	--	--	Putative uncharacterized protein
GRMZM2G449830	7	0.96221853	--	--	--	-
GRMZM2G035563	7	0.961669224	--	--	--	Uncharacterized protein
GRMZM2G413750	7	0.961586434	--	--	--	-
AC215201.3_FG008	7	0.961498665	--	--	--	Putative HLH DNA-binding domain superfamily protein
GRMZM2G092749	7	0.961411315	--	--	--	Uncharacterized protein
GRMZM2G078725	7	0.961021607	--	--	--	Microtubule-associated protein TORTIFOLIA1
GRMZM2G141288	7	0.960944871	--	--	--	Putative leucine-rich repat protein kinase family protein
GRMZM2G028159	7	0.960582744	--	--	--	Putative uncharacterized protein
GRMZM2G177940	7	0.960573233	--	--	--	Pectinesterase
GRMZM2G368398	7	0.960493483	OPT0212	--	--	Oligopeptide transporter; Transposon protein; Uncharacterized protein; Yellow stripe-like transporter 14A
GRMZM2G424857	7	0.960382183	--	--	--	Uncharacterized protein
GRMZM2G176301	7	0.960115792	--	--	--	Uncharacterized protein
GRMZM2G080041	7	0.959879505	--	--	--	-
GRMZM2G427451	7	0.959853903	--	--	--	AIR12
GRMZM2G180389	7	0.958879724	--	--	--	-
GRMZM2G096153	7	0.958257432	--	--	--	Glutathione S-transferase; Uncharacterized protein
GRMZM2G033694	7	0.957716149	--	--	--	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20specific; Uncharacterized protein
GRMZM2G069024	7	0.957538192	--	--	--	Uncharacterized protein
GRMZM2G022558	7	0.957400789	FAE2	--	--	3-ketoacyl-CoA synthase
GRMZM2G100240	7	0.956805441	--	--	--	-
GRMZM2G161807	7	0.956756372	--	--	--	-
GRMZM2G162333	7	0.956196076	--	--	--	Pectinesterase
GRMZM5G876681	7	0.955659297	--	--	--	-
GRMZM2G054415	7	0.95541792	--	--	--	Uncharacterized protein
GRMZM5G809361	7	0.955385502	--	--	--	Uncharacterized protein
GRMZM5G822131	7	0.954810124	--	--	--	-
GRMZM2G342509	7	0.954661596	--	--	--	Protein binding protein
GRMZM2G150337	7	0.954564752	--	--	--	Uncharacterized protein
GRMZM2G369203	7	0.954469631	--	--	--	-
GRMZM2G019866	7	0.954126895	--	--	--	Acyl carrier protein 3
GRMZM5G828432	7	0.953668443	--	--	--	-
GRMZM2G079613	7	0.953660812	--	--	--	Pollenless3; Uncharacterized protein
GRMZM2G006428	7	0.953613579	--	--	--	Putative RING zinc finger domain superfamily protein; Uncharacterized protein
GRMZM2G015090	7	0.9531216	--	--	--	Uncharacterized protein
GRMZM2G311665	7	0.952721779	--	C3H	ZmC3H20	Nucleic acid binding protein
GRMZM2G416622	7	0.952640633	--	--	--	Uncharacterized protein
GRMZM2G092947	7	0.952316699	--	--	--	-
GRMZM2G086604	7	0.951852137	--	--	--	CASP-like protein 17
GRMZM2G065461	7	0.951420476	--	--	--	ATP binding protein; Uncharacterized protein
GRMZM2G031790	7	0.95132356	--	--	--	-
GRMZM2G090669	7	0.951129821	--	--	--	Putative uncharacterized protein
GRMZM2G333224	7	0.95049846	--	--	--	Uncharacterized protein
GRMZM2G071705	7	0.950489025	--	--	--	Uncharacterized protein
GRMZM2G039089	7	0.949954059	--	--	--	Uncharacterized protein
GRMZM2G162508	7	0.949689521	--	--	--	3-ketoacyl-CoA synthase
GRMZM2G133394	7	0.9495699	--	--	--	Uncharacterized protein
GRMZM2G008663	7	0.949545338	--	--	--	-
GRMZM2G126182	7	0.949508909	--	--	--	-
GRMZM2G032177	7	0.949129208	--	--	--	-
GRMZM2G179031	7	0.948760361	--	--	--	Uncharacterized protein
GRMZM2G034668	7	0.948478585	--	--	--	Cytochrome b561; Uncharacterized protein
GRMZM2G029519	7	0.948283971	--	--	--	Uncharacterized protein
GRMZM2G171410	7	0.947882962	--	--	--	Uncharacterized protein
GRMZM2G070273	7	0.947320709	KCBP	--	--	Kinesin-like calmodulin binding protein
GRMZM2G048762	7	0.946280503	--	--	--	Uncharacterized protein
GRMZM2G034526	7	0.946222635	--	--	--	Uncharacterized protein
GRMZM2G097283	7	0.946217293	--	--	--	Uncharacterized protein
GRMZM2G110988	7	0.94607677	--	--	--	Putative RING zinc finger domain superfamily protein
GRMZM2G506403	7	0.945977287	--	--	--	-
GRMZM2G151542	7	0.945585398	--	AP2-EREBP	ZmEREB80	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein
GRMZM2G108996	7	0.945485064	--	--	--	-
GRMZM2G158520	7	0.944190455	--	--	--	Putative uncharacterized protein
GRMZM5G869422	7	0.943917269	--	--	--	-
GRMZM2G437675	7	0.943794553	--	--	--	-
GRMZM5G894016	7	0.942579387	--	--	--	Uncharacterized protein
GRMZM5G897336	7	0.942067108	--	--	--	-
GRMZM2G319760	7	0.942061221	--	--	--	Uncharacterized protein
GRMZM2G013391	7	0.941820624	--	WRKY	ZmWRKY111	Putative WRKY DNA-binding domain superfamily protein; Uncharacterized protein
GRMZM2G117707	7	0.941414259	--	--	--	Phospho-2-dehydro-3-deoxyheptonate aldolase 1
GRMZM2G110063	7	0.940397495	--	--	--	Inner membrane protein ALBINO3; Uncharacterized protein
GRMZM2G125146	7	0.940342445	--	--	--	-
GRMZM2G006505	7	0.939859327	--	--	--	Receptor-kinase isolog
GRMZM2G109526	7	0.939308355	--	--	--	Uncharacterized protein
GRMZM2G037308	7	0.938908875	--	--	--	Phytosulfokine receptor
GRMZM2G159110	7	0.937881474	--	--	--	Uncharacterized protein
GRMZM2G003565	7	0.937423004	--	--	--	Uncharacterized protein
GRMZM2G162800	7	0.936508799	--	--	--	Putative uncharacterized protein
GRMZM2G407396	7	0.936460202	--	--	--	Uncharacterized protein
GRMZM5G871262	7	0.93633954	--	--	--	Uncharacterized protein
GRMZM2G096231	7	0.936127954	--	--	--	-
GRMZM2G084046	7	0.936113378	--	--	--	Uncharacterized protein
GRMZM2G073591	7	0.935683587	--	--	--	Uncharacterized protein
GRMZM2G098088	7	0.935529893	--	--	--	-
GRMZM5G864110	7	0.935232213	--	--	--	-
GRMZM2G049541	7	0.934835306	PPCK4	--	--	Calcium-dependent protein kinase 2; Uncharacterized protein
GRMZM2G021777	7	0.934261125	--	C2C2-CO-like	ZmCOL3	CONSTANS-like protein CO5
GRMZM2G145920	7	0.934152707	--	--	--	-
GRMZM2G304385	7	0.934016864	--	--	--	-
GRMZM2G013677	7	0.9335692	--	--	--	Uncharacterized protein
GRMZM2G161507	7	0.933389957	--	--	--	Uncharacterized protein
GRMZM5G845682	7	0.933171946	--	--	--	Uncharacterized protein
GRMZM2G079617	7	0.932827495	--	--	--	Polygalacturonase
GRMZM2G167164	7	0.932720972	--	--	--	Uncharacterized protein
GRMZM2G009958	7	0.932173614	--	--	--	Uncharacterized protein
GRMZM2G067727	7	0.931882109	--	--	--	RKF3; Uncharacterized protein
GRMZM2G160064	7	0.931870645	--	--	--	Metal ion binding protein
GRMZM2G057906	7	0.931792661	--	--	--	-
GRMZM2G043843	7	0.931535213	--	--	--	-
GRMZM2G080270	7	0.931023096	--	--	--	Uncharacterized protein
GRMZM2G045098	7	0.930258819	--	--	--	-
GRMZM2G081310	7	0.930240225	CDPK	--	--	Putative calcium-dependent protein kinase family protein isoform 1; Putative calcium-dependent protein kinase family protein isoform 2
GRMZM2G025303	7	0.930220253	--	--	--	-
GRMZM2G105335	7	0.929478054	GRF3	GRF	ZmGRF10	Uncharacterized protein
GRMZM2G119498	7	0.929319196	--	--	--	-
GRMZM2G051138	7	0.929258582	--	--	--	Uncharacterized protein
GRMZM2G076225	7	0.92875097	--	--	--	Uncharacterized protein
GRMZM2G123815	7	0.928541527	--	--	--	Uncharacterized protein
AC209987.4_FG002	7	0.928164673	--	--	--	Uncharacterized protein
GRMZM2G149580	7	0.927929959	--	--	--	Acyl carrier protein
GRMZM2G388371	7	0.927851584	--	--	--	Uncharacterized protein
GRMZM2G445478	7	0.927824731	--	--	--	Uncharacterized protein
GRMZM5G887575	7	0.927539382	--	--	--	Uncharacterized protein
GRMZM2G035128	7	0.927062467	--	--	--	Putative uncharacterized protein
GRMZM2G005624	7	0.927058407	GT1	Homeobox	ZmHB68	Uncharacterized protein
GRMZM2G157564	7	0.926223767	--	--	--	CER5
GRMZM2G535148	7	0.92612407	--	--	--	-
AC204763.2_FG001	7	0.92598689	--	--	--	Uncharacterized protein
GRMZM2G063909	7	0.925769394	--	--	--	Putative citrate synthase family protein
GRMZM2G398848	7	0.925642636	--	--	--	-
GRMZM2G093101	7	0.925507056	--	--	--	Uncharacterized protein
GRMZM2G097987	7	0.925395122	--	--	--	Putative nucleoside phosphatase GDA1/CD39 family protein
GRMZM2G425398	7	0.925175662	--	--	--	-
GRMZM2G086614	7	0.925130833	--	C3H	ZmC3H6	Putative RNA-binding zinc finger family protein
GRMZM2G174673	7	0.924290418	--	--	--	Putative heavy metal transport/detoxification superfamily protein
GRMZM2G028709	7	0.923667708	--	--	--	Putative ACT-domain containing protein kinase family protein
GRMZM2G139066	7	0.92268086	--	--	--	F-box domain containing protein
GRMZM2G125531	7	0.922173963	--	--	--	Uncharacterized protein
GRMZM2G024705	7	0.921754356	--	--	--	-
GRMZM2G164584	7	0.920595745	--	--	--	-
GRMZM2G487629	7	0.92046043	--	--	--	-
GRMZM2G152485	7	0.91939244	--	--	--	Uncharacterized protein
GRMZM2G143570	7	0.919188438	--	--	--	-
GRMZM5G873964	7	0.91915037	--	--	--	-
GRMZM2G136665	7	0.918874189	--	--	--	-
GRMZM2G181231	7	0.918723005	--	--	--	Protein kinase domain containing protein
GRMZM2G348452	7	0.918715939	CKX10	--	--	Cytokinin dehydrogenase 10
GRMZM2G047175	7	0.917474965	ZR1	--	--	Uncharacterized protein; Zinc ribbon 1
GRMZM2G135367	7	0.916947695	--	--	--	Electron transporter
GRMZM2G092604	7	0.915800981	--	--	--	-
GRMZM2G112596	7	0.914374026	--	--	--	Uncharacterized protein
GRMZM2G036505	7	0.914015511	--	--	--	Putative uncharacterized protein
GRMZM2G150434	7	0.913966661	--	--	--	Peripheral-type benzodiazepine receptor
GRMZM2G172032	7	0.912627604	--	--	--	Uncharacterized protein
GRMZM5G830436	7	0.912429134	--	--	--	Uncharacterized protein
GRMZM2G409916	7	0.911712349	--	--	--	-
GRMZM2G048591	7	0.910817731	--	--	--	Peptidase S16, lon
GRMZM2G040213	7	0.910744706	--	--	--	-
GRMZM2G032214	7	0.909878493	--	--	--	Uncharacterized protein
GRMZM5G802115	7	0.908702687	--	--	--	Uncharacterized protein
GRMZM5G831486	7	0.907185276	--	--	--	-
GRMZM5G886672	7	0.907164906	--	--	--	-
GRMZM2G127648	7	0.907114662	--	--	--	Ras protein RIC2
GRMZM5G836628	7	0.906388129	--	Orphans	ZmOrphan226	Uncharacterized protein
GRMZM2G390025	7	0.906232121	--	--	--	Uncharacterized protein
GRMZM5G894539	7	0.906169727	--	--	--	-
AC193658.3_FG001	7	0.90546686	--	--	--	Uncharacterized protein
GRMZM2G410152	7	0.904359693	--	--	--	Oleosin Zm-II
GRMZM2G145670	7	0.904325375	--	--	--	-
GRMZM2G034768	7	0.904041793	--	--	--	Uncharacterized protein
GRMZM2G105844	7	0.90397338	EXPA2	--	--	Alpha-expansin 15
GRMZM2G037875	7	0.903900042	--	--	--	Uncharacterized protein
GRMZM2G064547	7	0.903833078	--	--	--	Uncharacterized protein
GRMZM2G154987	7	0.902825498	--	--	--	Uncharacterized protein
GRMZM2G177314	7	0.90173967	--	--	--	ATP-binding cassette sub-family G member 2
GRMZM5G868222	7	0.901344436	--	--	--	Uncharacterized protein
GRMZM5G835117	7	0.90106018	--	--	--	-
GRMZM2G115783	7	0.900825975	--	--	--	-
GRMZM2G700839	7	0.90020838	--	--	--	Uncharacterized protein
GRMZM5G845532	7	0.900031957	--	--	--	Uncharacterized protein
GRMZM2G059314	7	0.898226094	AR2	--	--	Putative oxidoreductase, aldo/keto reductase family protein isoform 1; Putative oxidoreductase, aldo/keto reductase family protein isoform 2
GRMZM2G154626	7	0.898224593	--	--	--	Uncharacterized protein
GRMZM2G421892	7	0.897739387	--	--	--	-
GRMZM2G563482	7	0.897621104	--	--	--	-
GRMZM2G059013	7	0.897461476	--	--	--	-
GRMZM2G357620	7	0.897000668	--	--	--	Uncharacterized protein
GRMZM2G079449	7	0.896698274	--	--	--	-
GRMZM2G141371	7	0.89584678	--	--	--	-
AC198418.3_FG005	7	0.895398599	--	--	--	Nucleolar RNA helicase 2
GRMZM2G411129	7	0.895332013	--	--	--	-
GRMZM2G021482	7	0.89526714	--	--	--	Uncharacterized protein
GRMZM2G173195	7	0.894405031	--	--	--	Glycerol-3-phosphate dehydrogenase; Uncharacterized protein
GRMZM2G048294	7	0.89370254	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein
GRMZM2G128807	7	0.893486524	--	bHLH 	ZmbHLH127	Uncharacterized protein
GRMZM2G148494	7	0.892791577	--	--	--	-
GRMZM2G148216	7	0.892685395	--	--	--	Uncharacterized protein
GRMZM2G047800	7	0.892155783	--	--	--	Uncharacterized protein
GRMZM2G479110	7	0.890991615	--	ARR-B	ZmARR8	Uncharacterized protein
GRMZM2G410095	7	0.890959521	--	--	--	-
GRMZM2G018955	7	0.89032317	--	--	--	Uncharacterized protein
GRMZM2G125233	7	0.889657524	--	--	--	Uncharacterized protein
GRMZM2G039864	7	0.889599509	--	--	--	Putative uncharacterized protein
GRMZM2G177812	7	0.889161098	--	--	--	ABC transporter C05D10.3 in chromosome III; Uncharacterized protein
GRMZM2G145750	7	0.888921691	--	--	--	-
GRMZM2G056400	7	0.888517324	KAN1	G2-like	ZmGLK40	Kanadi1
GRMZM2G463318	7	0.887568675	--	--	--	-
GRMZM5G839900	7	0.887490374	--	--	--	-
GRMZM2G144451	7	0.88705294	--	--	--	Uncharacterized protein
GRMZM2G126463	7	0.885384911	--	--	--	Uncharacterized protein
GRMZM2G537244	7	0.885217522	--	--	--	-
GRMZM2G474289	7	0.884901183	--	--	--	Uncharacterized protein
GRMZM2G068316	7	0.883623338	--	--	--	Uncharacterized protein
GRMZM2G465771	7	0.882962395	--	--	--	Uncharacterized protein
GRMZM2G028623	7	0.882677479	--	--	--	-
GRMZM2G046430	7	0.882138698	--	--	--	Uncharacterized protein
GRMZM5G828460	7	0.881251603	--	--	--	Uncharacterized protein
GRMZM2G021661	7	0.880523375	--	--	--	Uncharacterized protein
GRMZM2G013767	7	0.87937861	--	--	--	-
GRMZM2G171408	7	0.879053452	--	--	--	Spotted leaf protein 11; Uncharacterized protein
GRMZM6G942746	7	0.878773095	--	--	--	-
GRMZM2G147271	7	0.878742284	--	--	--	Uncharacterized protein
GRMZM2G030173	7	0.8784142	--	--	--	Xyloglucan endotransglucosylase/hydrolase protein 5
GRMZM2G581175	7	0.876788401	--	--	--	-
GRMZM2G118295	7	0.875524467	--	--	--	-
GRMZM5G820894	7	0.87530884	--	--	--	-
GRMZM5G802232	7	0.87386365	--	--	--	Uncharacterized protein
GRMZM2G020274	7	0.873597842	--	--	--	-
GRMZM2G071750	7	0.872651372	--	--	--	Uncharacterized protein
GRMZM5G897776	7	0.871424743	--	--	--	-
GRMZM2G496558	7	0.870589616	--	--	--	-
GRMZM2G076392	7	0.870374025	--	--	--	Phosphatidylinositol-4-phosphate 5-kinase 9
GRMZM5G879872	7	0.869612111	--	--	--	Uncharacterized protein
GRMZM2G502467	7	0.868024195	--	--	--	Uncharacterized protein
GRMZM5G801875	7	0.867417904	--	--	--	Putative MATE efflux family protein; Transparent testa 12 protein
GRMZM2G062245	7	0.867379596	--	--	--	Uncharacterized protein
GRMZM2G122223	7	0.866785225	--	--	--	Uncharacterized protein
GRMZM2G361217	7	0.866591019	--	--	--	-
GRMZM2G352399	7	0.866289899	--	--	--	-
GRMZM5G833097	7	0.863957155	--	--	--	Uncharacterized protein
GRMZM2G382344	7	0.862855576	--	--	--	-
GRMZM2G166572	7	0.862467014	--	--	--	Uncharacterized protein
GRMZM5G858887	7	0.862312157	--	--	--	Uncharacterized protein
GRMZM2G432642	7	0.862208079	--	--	--	Uncharacterized protein
GRMZM2G091230	7	0.861265811	--	--	--	-
GRMZM2G034471	7	0.860689417	--	--	--	-
GRMZM2G140839	7	0.860414213	--	--	--	-
GRMZM2G052206	7	0.859577221	--	--	--	Transposon protein
GRMZM2G460472	7	0.856617729	--	--	--	Uncharacterized protein
AC186409.4_FG002	7	0.856565082	--	--	--	-
GRMZM2G116658	7	0.855102891	HDZIV3_OCL3	Homeobox	ZmHB14	Homeodomain leucine zipper family IV protein
GRMZM2G149788	7	0.855036667	--	--	--	-
GRMZM2G048501	7	0.854350043	--	--	--	-
GRMZM2G170586	7	0.853507556	--	--	--	Uncharacterized protein
AC206187.3_FG002	7	0.853200575	--	--	--	-
GRMZM2G171317	7	0.85318876	--	--	--	DNA-3-methyladenine glycosylase I
GRMZM5G835364	7	0.852900082	--	--	--	Uncharacterized protein
GRMZM2G454081	7	0.852813516	--	--	--	Putative uncharacterized protein
GRMZM2G044211	7	0.852372768	--	--	--	-
GRMZM2G024550	7	0.852217151	--	mTERF	ZmMTERF17	Uncharacterized protein
GRMZM2G110304	7	0.85172784	--	--	--	-
GRMZM5G801010	7	0.849503796	--	--	--	-
GRMZM2G067223	7	0.84705915	--	--	--	-
AC182838.3_FG006	7	0.846330578	--	--	--	Uncharacterized protein
GRMZM2G112284	7	0.845225791	--	--	--	Uncharacterized protein
GRMZM2G004959	7	0.841276712	--	--	--	Pollen-specific protein SF3; Putative LIM-type zinc finger domain family protein; Uncharacterized protein
GRMZM2G049895	7	0.840781941	--	--	--	Uncharacterized protein
GRMZM2G170870	7	0.840034516	--	--	--	50S ribosomal protein L6; Uncharacterized protein
GRMZM2G000630	7	0.840026028	--	--	--	-
AC177939.3_FG004	7	0.839438646	--	--	--	-
GRMZM2G105187	7	0.839332406	--	--	--	-
GRMZM2G069389	7	0.83915416	--	--	--	Uncharacterized protein
GRMZM2G472670	7	0.836843105	--	--	--	-
GRMZM2G016370	7	0.833511505	--	G2-like	ZmGLK5	Putative MYB DNA-binding domain superfamily protein; Uncharacterized protein
GRMZM2G050984	7	0.83266125	--	--	--	-
GRMZM2G141602	7	0.831448212	--	--	--	-
GRMZM2G497131	7	0.831192917	--	--	--	-
GRMZM2G578538	7	0.831170106	--	--	--	-
GRMZM2G079452	7	0.829916403	--	--	--	Uncharacterized protein
GRMZM2G114661	7	0.827031565	--	--	--	-
GRMZM2G092091	7	0.821324547	--	bHLH 	ZmbHLH27	Uncharacterized protein
GRMZM2G078088	7	0.819175767	--	--	--	-
GRMZM2G132069	7	0.819067804	--	--	--	Uncharacterized protein
GRMZM2G168222	7	0.818981601	--	--	--	-
GRMZM2G347836	7	0.817989441	--	--	--	-
GRMZM5G810731	7	0.817255599	--	--	--	-
GRMZM2G098039	7	0.815614605	MMT1	--	--	Methionine S-methyltransferase
GRMZM5G888877	7	0.81321651	--	--	--	-
GRMZM2G701207	7	0.812688086	--	--	--	Uncharacterized protein
GRMZM2G408972	7	0.807733624	--	--	--	-
GRMZM2G420012	7	0.806803042	--	--	--	RING-H2 finger protein ATL2L
